Friedman_chi2,Friedman_p,Baseline,F_ours,F_base,Delta_F,Wilcoxon_W,Wilcoxon_p,Signif_0.05,MeanRank_ours,MeanRank_base,RankGap,Nemenyi_CD,Nemenyi_separates,folds_ours_win,n_folds
50.3720930232558,3.958965734219277e-09,AdaBoost,0.9741809131815004,0.8815837603885208,0.09259715279297953,0.0,0.001953125,yes,2.05,7.0,4.95,2.848347742823624,yes,10,10
50.3720930232558,3.958965734219277e-09,Random Forest,0.9741809131815004,0.9313811429555836,0.042799770225916745,0.0,0.001953125,yes,2.05,6.0,3.95,2.848347742823624,yes,10,10
50.3720930232558,3.958965734219277e-09,Gradient Boosting,0.9741809131815004,0.9576031746528558,0.016577738528644526,0.0,0.001953125,yes,2.05,5.0,2.95,2.848347742823624,yes,10,10
50.3720930232558,3.958965734219277e-09,Single SVM,0.9741809131815004,0.9720710467068212,0.002109866474679145,11.0,0.10546875,no,2.05,3.0,0.9500000000000002,2.848347742823624,no,7,10
50.3720930232558,3.958965734219277e-09,Single LR,0.9741809131815004,0.9733530155838646,0.0008278975976357961,16.0,0.49609375,no,2.05,2.55,0.5,2.848347742823624,no,5,10
50.3720930232558,3.958965734219277e-09,Bagging (LR),0.9741809131815004,0.9733808297937369,0.000800083387763495,22.0,0.625,no,2.05,2.4,0.3500000000000001,2.848347742823624,no,7,10
