DDEL-GMM (ours),DDEL-KMeans
0.9686395350495812,0.9580537579476547
0.97425242077933,0.9628129748294089
0.970990752162752,0.9667210199940662
0.9655126217399316,0.9583341616431046
0.9652326316985408,0.9542068745029283
0.964323504667098,0.9550930983747493
0.970253421459105,0.9693846728032981
0.9673911185227232,0.9624817257802792
0.9647208479998134,0.9569231955683533
0.9715912224629548,0.9679885185561579
